aditem-detail-title,aditem-detail-title href,display-desktop,list-location-region,tx,pillDiv href,ano,kms,die,ejes,cc,cmanual,cauto,gas
RENAULT - LAGUNA EXPRESSION TOMTOM DCI 150CV FAP ECO2,https://www.milanuncios.com/renault-de-segunda-mano/renault-laguna-expression-tomtom-dci-150cv-fap-eco2-378615573.htm,Renault de segunda mano en Cordoba,cordoba,"Rebajas del mes !!! $$$$ de 1000€ ya aplicadas solo hasta final de este mes * $$$$$$ vehiculo con garantia 12 meses $$$$$$*  * y la transferencia incluida $$$ $$$y con el cambio kit de distribuccion,  mas aceite y filtro de aceite incluido en el precio ,  antes de su entrega  $$$$ mas un regalo $$$.  llamar para pedir cita previa para ver y probar el vehículo sin compromiso.  aceptar vehículo como parte de pago. $$$$$$ auto top ocasion s. l plgno.  ind.  la torrecilla n4  cordoba.  capital &&& -climatizador",https://www.milanuncios.com/renault-de-segunda-mano/renault-laguna-expression-tomtom-dci-150cv-fap-eco2-378615573.htm#fotos,año 2009,155.000 kms,diesel,5 puertas,150 cv,manual,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
PEUGEOT - 5008 1. 2 PURETECH 96KW SS ACTIVE PACK,https://www.milanuncios.com/peugeot-de-segunda-mano/peugeot-5008-1-2-puretech-96kw-ss-active-pack-393497283.htm,Peugeot de segunda mano en Murcia,murcia,"M-1039925
¡oferta única exclusiva de internet!
¡vehículo nuevo a estrenar!
peugeot grupo marcos,  concesionario oficial en alicante y murcia. 
todos los gastos de matriculación y gestión incluidos. 
pre entrega del vehículo. 
transportamos su vehículo de forma totalmente gratuita. 
oferta sujeta a condiciones mínimas de financiación. 
aceptamos su coche como parte del pago previa tasación (descuento incluido). 
en la oferta se incluyen todas las campañas y descuentos del mes en curso para vehículos",https://www.milanuncios.com/peugeot-de-segunda-mano/peugeot-5008-1-2-puretech-96kw-ss-active-pack-393497283.htm#fotos,año 2021,10 kms,,5 puertas,130 cv,manual,,gasolina
DODGE - CALIBER 2. 0 CRD SXT SPORT,https://www.milanuncios.com/dodge-de-segunda-mano/dodge-caliber-2-0-crd-sxt-sport-385616275.htm,Dodge de segunda mano en Cordoba,cordoba,",  rebajas vehiculo  del mes !!! $$$$ de 1000€ ya aplicadas solo hasta final de este mes * $$$$$$ vehiculo con garantia 12 meses $$$$$$*  * y la transferencia incluida $$$ $$$y con el cambio kit de distribuccion,  mas aceite y filtro de aceite incluido en el precio ,  antes de su entrega  $$$$ mas un regalo $$$.  llamar para pedir cita previa para ver y probar el vehículo sin compromiso.  aceptar vehículo como parte de pago. $$$$$$ auto top ocasion s. l plgno.  ind.  la torrecilla n4  cordoba.  capital",https://www.milanuncios.com/dodge-de-segunda-mano/dodge-caliber-2-0-crd-sxt-sport-385616275.htm#fotos,año 2009,175.000 kms,diesel,5 puertas,140 cv,manual,,
VOLKSWAGEN - GOLF 1. 6 HIGHLINE 105CV,https://www.milanuncios.com/volkswagen-de-segunda-mano/volkswagen-golf-1-6-highline-105cv-386676741.htm,Volkswagen de segunda mano en Cordoba,cordoba,"Nacional , uso anterior : particular , matricula 2975btj ,  ivfavorable hasta 30-11-2021 ///fecha de matriculacion:  09/05/2002,  basidor :  vf1870v0 ,  rebajasvehiculo  del mes !!! $$$$ de 1000€ ya aplicadas solo hasta final de este mes * $$$$$$ vehiculo con garantia 12 meses $$$$$$*  * y la transferencia incluida $$$ $$$y con el cambio kit de distribuccion,  mas aceite y filtro de aceite incluido en el precio ,  antes de su entrega  $$$$ mas un regalo $$$.  llamar para pedir cita previa para ver",https://www.milanuncios.com/volkswagen-de-segunda-mano/volkswagen-golf-1-6-highline-105cv-386676741.htm#fotos,año 2002,136.000 kms,,5 puertas,105 cv,manual,,gasolina
BMW - X6 M50D,https://www.milanuncios.com/bmw-de-segunda-mano/bmw-x6-m50d-386837808.htm,Bmw de segunda mano en Las Palmas De Gran Canaria,las palmas de gran canaria,"DELUXE AUTOS

-Financiación a su medida
-Aceptamos Vehículo Usado a Cambio
-Vendemos a todas las islas
-Somos especialistas en vehículos a la carta
-Gestionamos la venta de tu coche 
-Certificado de Kilometraje
-Certificado de NO siniestralidad

Calle arrecife 4 sótano

-Síguenos en Facebook e Instagram @deluxeautos_. Color Negro",https://www.milanuncios.com/bmw-de-segunda-mano/bmw-x6-m50d-386837808.htm#fotos,año 2015,225.000 kms,diesel,5 puertas,381 cv,,automat,
VOLKSWAGEN - POLO EDITION 1. 4 TDI 55KW75CV BMT,https://www.milanuncios.com/volkswagen-de-segunda-mano/volkswagen-polo-edition-1-4-tdi-55kw75cv-bmt-389831235.htm,Volkswagen de segunda mano en Madrid,madrid,"Clicars | tenemos la mayor exposición multimarca de vehículos seminuevos y buena mano del mercado.  ¡llámanos o ven a conocernos!estamos en av.  laboral,  10,  madrid. 

¡descuento spring week! hasta 3. 600€ dto (-34%) en este coche.  ¡hasta el 21 de abril!

precio al contado:  8. 490€
precio financiado:  6. 890€ (desde 130€/mes) financiando el 100%
además,  hacemos financiaciones a tu medida ¡pregúntanos!
aceptamos tu coche como parte de pago.  iva deducible.  entrega gratis en la puerta de tu casa",https://www.milanuncios.com/volkswagen-de-segunda-mano/volkswagen-polo-edition-1-4-tdi-55kw75cv-bmt-389831235.htm#fotos,año 2017,93.108 kms,diesel,5 puertas,75 cv,manual,,
CITROEN - C3 AIRCROSS,https://www.milanuncios.com/citroen-de-segunda-mano/citroen-c3-aircross-390552215.htm,Citroen de segunda mano en Madrid,madrid,"Clicars | pertenecemos al grupo psa con las marcas peugeot,  citroën,  opel y ds. 

tenemos la mayor exposición multimarca de vehículos seminuevos y buena mano del mercado.  ¡llámanos o ven a conocernos!estamos en av.  laboral,  10,  madrid. 

¡descuento spring week! hasta 5. 300€ dto (-30%) en este coche.  ¡hasta el 21 de abril!

precio al contado:  14. 790€
precio financiado:  12. 190€ (desde 245€/mes) financiando el 100%
financiación mínima a 72 meses
además,  hacemos financiaciones a tu medida",https://www.milanuncios.com/citroen-de-segunda-mano/citroen-c3-aircross-390552215.htm#fotos,año 2020,19.275 kms,,5 puertas,110 cv,manual,,gasolina
PEUGEOT - 208 5P ACTIVE PURETECH 60KW 82CV,https://www.milanuncios.com/peugeot-de-segunda-mano/peugeot-208-5p-active-puretech-60kw-82cv-390552367.htm,Peugeot de segunda mano en Madrid,madrid,"Clicars | tenemos la mayor exposición multimarca de vehículos seminuevos y buena mano del mercado.  ¡llámanos o ven a conocernos!estamos en av.  laboral,  10,  madrid. 

¡descuento spring week! hasta 3. 400€ dto (-29%) en este coche.  ¡hasta el 21 de abril!

precio al contado:  9. 990€
precio financiado:  8. 390€ (desde 155€/mes) financiando el 100%
además,  hacemos financiaciones a tu medida ¡pregúntanos!
aceptamos tu coche como parte de pago.  iva deducible.  entrega gratis en la puerta de tu casa",https://www.milanuncios.com/peugeot-de-segunda-mano/peugeot-208-5p-active-puretech-60kw-82cv-390552367.htm#fotos,año 2019,16.965 kms,,5 puertas,82 cv,manual,,gasolina
FORD - KUGA 1. 5 TDCI 88KW 4X2 TREND,https://www.milanuncios.com/ford-de-segunda-mano/ford-kuga-1-5-tdci-88kw-4x2-trend-390692807.htm,Ford de segunda mano en Madrid,madrid,"Clicars | tenemos la mayor exposición multimarca de vehículos seminuevos y buena mano del mercado.  ¡llámanos o ven a conocernos!estamos en av.  laboral,  10,  madrid. 

¡descuento spring week! hasta 4. 400€ dto (-21%) en este coche.  ¡hasta el 21 de abril!

precio al contado:  19. 790€
precio financiado:  16. 590€ (desde 305€/mes) financiando el 100%
además,  hacemos financiaciones a tu medida ¡pregúntanos!
aceptamos tu coche como parte de pago.  iva deducible.  entrega gratis en la puerta de tu",https://www.milanuncios.com/ford-de-segunda-mano/ford-kuga-1-5-tdci-88kw-4x2-trend-390692807.htm#fotos,año 2019,16.358 kms,diesel,5 puertas,120 cv,manual,,
NISSAN - JUKE G E6DTEMP 83 KW 112 CV 5MT ACENTA,https://www.milanuncios.com/nissan-de-segunda-mano/nissan-juke-g-e6dtemp-83-kw-112-cv-5mt-acenta-390846165.htm,Nissan de segunda mano en Madrid,madrid,"Clicars | tenemos la mayor exposición multimarca de vehículos seminuevos y buena mano del mercado.  ¡llámanos o ven a conocernos!estamos en av.  laboral,  10,  madrid. 

¡descuento spring week! hasta 3. 800€ dto (-26%) en este coche.  ¡hasta el 21 de abril!

precio al contado:  12. 690€
precio financiado:  10. 690€ (desde 195€/mes) financiando el 100%
además,  hacemos financiaciones a tu medida ¡pregúntanos!
aceptamos tu coche como parte de pago.  iva deducible.  entrega gratis en la puerta de tu",https://www.milanuncios.com/nissan-de-segunda-mano/nissan-juke-g-e6dtemp-83-kw-112-cv-5mt-acenta-390846165.htm#fotos,año 2019,15.451 kms,,5 puertas,112 cv,manual,,gasolina
PEUGEOT - 3008 ALLURE BLUEHDI 96KW 130CV SS EAT8,https://www.milanuncios.com/peugeot-de-segunda-mano/peugeot-3008-allure-bluehdi-96kw-130cv-ss-eat8-390846175.htm,Peugeot de segunda mano en Madrid,madrid,"Clicars | pertenecemos al grupo psa con las marcas peugeot,  citroën,  opel y ds. 

tenemos la mayor exposición multimarca de vehículos seminuevos y buena mano del mercado.  ¡llámanos o ven a conocernos!estamos en av.  laboral,  10,  madrid. 

¡descuento spring week! hasta 5. 000€ dto (-26%) en este coche.  ¡hasta el 21 de abril!

precio al contado:  17. 790€
precio financiado:  14. 490€ (desde 285€/mes) financiando el 100%
financiación mínima a 72 meses
además,  hacemos financiaciones a tu medida",https://www.milanuncios.com/peugeot-de-segunda-mano/peugeot-3008-allure-bluehdi-96kw-130cv-ss-eat8-390846175.htm#fotos,año 2018,183.218 kms,diesel,5 puertas,130 cv,,automat,
BMW - X1 SDRIVE18DA BUSINESS,https://www.milanuncios.com/bmw-de-segunda-mano/bmw-x1-sdrive18da-business-390846235.htm,Bmw de segunda mano en Madrid,madrid,"Clicars | tenemos la mayor exposición multimarca de vehículos seminuevos y buena mano del mercado.  ¡llámanos o ven a conocernos!estamos en av.  laboral,  10,  madrid. 

¡descuento spring week! hasta 5. 700€ dto (-20%) en este coche.  ¡hasta el 21 de abril!

precio al contado:  26. 490€
precio financiado:  22. 290€ (desde 405€/mes) financiando el 100%
además,  hacemos financiaciones a tu medida ¡pregúntanos!
aceptamos tu coche como parte de pago.  iva deducible.  entrega gratis en la puerta de tu",https://www.milanuncios.com/bmw-de-segunda-mano/bmw-x1-sdrive18da-business-390846235.htm#fotos,año 2019,28.559 kms,diesel,5 puertas,150 cv,,automat,
LEXUS - NX 2. 5 300H CORPORATE 2WD  NAVIBOX,https://www.milanuncios.com/lexus-de-segunda-mano/lexus-nx-2-5-300h-corporate-2wd-navibox-390983272.htm,Lexus de segunda mano en Madrid,madrid,"Clicars | tenemos la mayor exposición multimarca de vehículos seminuevos y buena mano del mercado.  ¡llámanos o ven a conocernos!estamos en av.  laboral,  10,  madrid. 

¡descuento spring week! hasta 1. 700€ dto (-8%) en este coche.  ¡hasta el 21 de abril!

precio al contado:  21. 490€
precio financiado:  20. 490€ (desde 385€/mes) financiando el 100%
además,  hacemos financiaciones a tu medida ¡pregúntanos!
aceptamos tu coche como parte de pago.  iva deducible.  entrega gratis en la puerta de tu",https://www.milanuncios.com/lexus-de-segunda-mano/lexus-nx-2-5-300h-corporate-2wd-navibox-390983272.htm#fotos,año 2015,72.194 kms,,5 puertas,197 cv,,automat,híbrido
PEUGEOT - 208 3P ACCESS 1. 6 BLUEHDI 55KW 75CV,https://www.milanuncios.com/peugeot-de-segunda-mano/peugeot-208-3p-access-1-6-bluehdi-55kw-75cv-390983285.htm,Peugeot de segunda mano en Madrid,madrid,"Clicars | pertenecemos al grupo psa con las marcas peugeot,  citroën,  opel y ds. 

tenemos la mayor exposición multimarca de vehículos seminuevos y buena mano del mercado.  ¡llámanos o ven a conocernos!estamos en av.  laboral,  10,  madrid. 

¡descuento spring week! hasta 3. 000€ dto (-33%) en este coche.  ¡hasta el 21 de abril!

precio al contado:  7. 490€
precio financiado:  5. 990€ (desde 125€/mes) financiando el 100%
financiación mínima a 72 meses
además,  hacemos financiaciones a tu medida",https://www.milanuncios.com/peugeot-de-segunda-mano/peugeot-208-3p-access-1-6-bluehdi-55kw-75cv-390983285.htm#fotos,año 2017,100.676 kms,diesel,3 puertas,75 cv,manual,,
KIA - PROCEED 1. 6 CRDI 115CV ACTIVE,https://www.milanuncios.com/kia-de-segunda-mano/kia-proceed-1-6-crdi-115cv-active-396846303.htm,Kia de segunda mano en Pozuelo De Alarcon,pozuelo de alarcon,"Oferta mes:  transferencia 200€ garantia un año. 

kia pro ceed,  1. 6 crdi,  115cv,   alto de gama con todos los extras,  sensor de luces,  volante multifuncion,  control de velocidad,  sensor de lluvia,  llantas de aleacion,  elevalunas y espejos electricos,  climatizador,  isofix,  airbags frontales laterales y de cortina,  minimo consumo,  cierre centralizado con mando a distancia.  motor de cadena.  itv recientemente pasada. 

llamanos para pedir una cita y adquirir este vehiculo. 

certificamos",https://www.milanuncios.com/kia-de-segunda-mano/kia-proceed-1-6-crdi-115cv-active-396846303.htm#fotos,año 2008,189.000 kms,diesel,3 puertas,115 cv,manual,,
PEUGEOT - 3008 1. 5L BLUEHDI 96KW 130CV SS ALLURE,https://www.milanuncios.com/peugeot-de-segunda-mano/peugeot-3008-1-5l-bluehdi-96kw-130cv-ss-allure-391466485.htm,Peugeot de segunda mano en Madrid,madrid,"Clicars | pertenecemos al grupo psa con las marcas peugeot,  citroën,  opel y ds. 

tenemos la mayor exposición multimarca de vehículos seminuevos y buena mano del mercado.  ¡llámanos o ven a conocernos!estamos en av.  laboral,  10,  madrid. 

¡descuento spring week! hasta 5. 800€ dto (-28%) en este coche.  ¡hasta el 21 de abril!

precio al contado:  18. 690€
precio financiado:  15. 190€ (desde 300€/mes) financiando el 100%
financiación mínima a 72 meses
además,  hacemos financiaciones a tu medida",https://www.milanuncios.com/peugeot-de-segunda-mano/peugeot-3008-1-5l-bluehdi-96kw-130cv-ss-allure-391466485.htm#fotos,año 2018,121.664 kms,diesel,5 puertas,130 cv,manual,,
PEUGEOT - 3008 1. 2 PURETECH 96KW SS ACTIVE PACK,https://www.milanuncios.com/peugeot-de-segunda-mano/peugeot-3008-1-2-puretech-96kw-ss-active-pack-393505017.htm,Peugeot de segunda mano en Murcia,murcia,"M-1051552
¡oferta única exclusiva de internet!
¡vehículo nuevo a estrenar!
peugeot grupo marcos,  concesionario oficial en alicante y murcia. 
todos los gastos de matriculación y gestión incluidos. 
pre entrega del vehículo. 
transportamos su vehículo de forma totalmente gratuita. 
oferta sujeta a condiciones mínimas de financiación. 
aceptamos su coche como parte del pago previa tasación (descuento incluido). 
en la oferta se incluyen todas las campañas y descuentos del mes en curso para vehículos",https://www.milanuncios.com/peugeot-de-segunda-mano/peugeot-3008-1-2-puretech-96kw-ss-active-pack-393505017.htm#fotos,año 2021,,,5 puertas,130 cv,manual,,gasolina
MASERATI - LEVANTE V6 430 HP AWD S GRANSPORT,https://www.milanuncios.com/maserati-de-segunda-mano/maserati-levante-v6-430-hp-awd-s-gransport-396200044.htm,Maserati de segunda mano en Madrid,madrid,"Maserati levante v6 430cv full equipe en perfecto estado motor y caja de cambios 
equipamiento: 
. interior de cuero negro con costuras blancas
. asientos calefactados y ventilados,  eléctricos con memoria
. escudos maserati en reposacabezas
-inserciones interiores en negro piano
. volante de cuero multifunción
. asientos traseros isofix
. pantalla táctil con navegador
. conexión usb / aux / sd
. 2x tomas de carga usb traseras
. conexión 12v en maletero
. guantera central refrigerada
. keylessgo
.",https://www.milanuncios.com/maserati-de-segunda-mano/maserati-levante-v6-430-hp-awd-s-gransport-396200044.htm#fotos,año 2017,79.200 kms,,5 puertas,430 cv,,automat,gasolina
CITROEN - C5 2. 0 HDI EXCLUSIVE,https://www.milanuncios.com/citroen-de-segunda-mano/citroen-c5-2-0-hdi-exclusive-383640284.htm,Citroen de segunda mano en Arroyomolinos,arroyomolinos,"Vehículo :  vehículo nacional , con 1 solo dueño, con estado de interior impecable,  con tapicería de tela color gris,  exterior muy bien cuidado. 
Pintura:  gris original , con buen estado . 
Motor:  2. 0hdi / 136cv/6v/ diésel 
Ruedas:  90%
Extras:  clima bizona , retrovisores retráctiles,  cierre centralizado , dirección asistida,  radio con auxiliar,  volante multifuncion , ordenador de abordo,  sensor de aparcamiento trasero,  sensor de Luces y lluvia. 
Cambio:  manual. 
Mantenimiento:  distribución",https://www.milanuncios.com/citroen-de-segunda-mano/citroen-c5-2-0-hdi-exclusive-383640284.htm#fotos,año 2007,260.000 kms,diesel,5 puertas,138 cv,manual,,
FORD - MUSTANG 5. 0 TIVCT V8 MUSTANG GT BULLITFASTSB.,https://www.milanuncios.com/ford-de-segunda-mano/ford-mustang-5-0-tivct-v8-mustang-gt-bullitfastsb-381123212.htm,Ford de segunda mano en Las Palmas De Gran Canaria,las palmas de gran canaria,"DELUXE AUTOS

-Financiación a su medida
-Aceptamos Vehículo Usado a Cambio
-Vendemos a todas las islas
-Somos especialistas en vehículos a la carta
-Gestionamos la venta de tu coche
-Certificado de Kilometraje
-Certificado de NO siniestralidad

Calle arrecife 4 sótano

-Síguenos en Facebook e Instagram @deluxeautos_. Color Negro",https://www.milanuncios.com/ford-de-segunda-mano/ford-mustang-5-0-tivct-v8-mustang-gt-bullitfastsb-381123212.htm#fotos,año 2018,29.000 kms,,2 puertas,459 cv,manual,,gasolina
PORSCHE - 911 CARRERA 4S COUPE,https://www.milanuncios.com/porsche-de-segunda-mano/porsche-911-carrera-4s-coupe-371813608.htm,Porsche de segunda mano en San Miguel De Abona,san miguel de abona,"DELUXE AUTOS

-Financiación a su medida
-Aceptamos Vehículo Usado a Cambio
-Vendemos a todas las islas
-Somos especialistas en vehículos a la carta
-Gestionamos la venta de tu coche
-Certificado de Kilometraje
-Certificado de NO siniestralidad

-Síguenos en Facebook e Instagram @deluxeautos_

D3558 GD2020. Color Marrón",https://www.milanuncios.com/porsche-de-segunda-mano/porsche-911-carrera-4s-coupe-371813608.htm#fotos,año 2012,39.000 kms,,2 puertas,385 cv,,automat,gasolina
